Seed_browse_node_id,seasonality,SeedASIN,Rec_ParentASIN,Seed_PTD,SeedGVBand,Rec_browse_root,brandaffinity,IsPublishable,Seed_itk,Rec_itk,colorscore,RecGVBand,Rec_browse_node_id,pricescore,Prob_score,Weighted_Score,RecASIN,reviewratingscore,freshness,Seed_browse_root,Rec_PTD
2154579051,0.4,B017XIP722,B01DJTG37C,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.77,E,2154598051,0.98,0.014,-4.281,B01HNBLFKM,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B013Z2432U,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.98,E,2154598051,0.94,0.06,-2.745,B00TF6IZ0C,0.5,0.75,cn-apparel,175
2154579051,1.0,B017XIP722,B01HYLGKMY,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.66,E,2154599051,0.91,0.037,-3.26,B01FKLA4NQ,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01HZFRBNQ,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,1.0,0.161,-1.649,B01FKL9FX6,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DC60Q5W,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.72,0.037,-3.264,B01C6G0LTA,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01E0RK7OW,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.9,0.097,-2.226,B01D3TEF5U,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2ZM30,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.83,0.067,-2.63,B01ELH4ZB2,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2RSL4,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.89,0.093,-2.283,B01ELH519W,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DP5DY3Q,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.94,E,2154597051,0.9,0.086,-2.362,B01C92DV52,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DP5DY3Q,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,1.0,E,2154597051,0.83,0.072,-2.561,B01C92DMKQ,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B019Q0O36Q,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,1.0,D,2154598051,0.38,0.028,-3.531,B014SKZR2I,0.88,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01HZFXU0E,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.14,E,2154599051,1.0,0.011,-4.515,B01FKLARRY,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DCAI3JY,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.97,0.139,-1.822,B01C8Q5WE2,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01E01J7QC,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,1.0,F,2152159051,0.64,0.025,-3.658,B00O28I74C,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2LYHS,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,1.0,E,2154598051,0.82,0.068,-2.619,B01F1ZGR82,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DCH351S,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.45,E,2154599051,0.93,0.021,-3.861,B01C8Q608E,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2RBHA,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.97,0.139,-1.822,B01F1ZGQCE,0.5,1.0,cn-apparel,175
2154579051,0.4,B017XIP722,B01H6FFQA0,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.97,0.026,-3.622,B01FKL97TI,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2ZM30,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.97,0.139,-1.822,B01ELH4YKY,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DCYO43E,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.86,E,2154599051,0.67,0.019,-3.962,B01BO1DNDO,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01HZFYK4E,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.89,0.093,-2.283,B01FKLANLY,0.5,1.0,cn-apparel,175
2154579051,0.5,B017XIP722,B00TDLHYJW,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154579051,0.89,0.011,-4.533,B00COH1DDU,0.5,0.75,cn-apparel,175
2154579051,1.0,B017XIP722,B01EH36ZDQ,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.93,0.114,-2.053,B01DUCEAYG,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DLYOBK6,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.98,E,2154597051,0.7,0.033,-3.38,B01C3D61SQ,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DCXN0XA,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.66,0.026,-3.611,B01BMXOL80,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01HYLGKMY,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.89,0.093,-2.283,B01FKLAI0U,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DXS7AD0,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.86,F,2154599051,0.58,0.011,-4.482,B01BVIS33A,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2XFG6,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.77,E,2154599051,0.98,0.077,-2.481,B01E988UAA,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DC0GCTM,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.98,F,2154598051,0.85,0.075,-2.514,B01C6FZRQ8,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01HZFRBNQ,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,1.0,0.161,-1.649,B01FKLANKK,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01HZFRBNQ,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,1.0,0.161,-1.649,B01FKLB1KG,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B0198YWL4G,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.86,E,2152155051,0.89,0.063,-2.693,B016AD27VA,0.5,1.0,cn-apparel,175
2154579051,0.4,B017XIP722,B0193B5CC2,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.98,E,2154598051,0.85,0.013,-4.314,B00Q4OFOCA,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DDU0F8A,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.66,F,2154598051,1.0,0.061,-2.741,B00JPIECRU,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01E01C2JG,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,1.0,0.161,-1.649,B01C5RELKU,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2XFG6,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.92,0.108,-2.11,B01E988QW2,0.5,1.0,cn-apparel,175
2154579051,0.4,B017XIP722,B01HTDI2LE,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.82,0.011,-4.487,B01DKI3WDK,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01E5V3D6W,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.14,E,2154598051,1.0,0.011,-4.515,B01D93DL6O,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01GF2OMEG,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,1.0,D,2154598051,0.77,0.052,-2.908,B01E9VAAU0,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01HYLGKMY,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.26,E,2154599051,0.95,0.012,-4.394,B01FKL9CM0,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01HYLGKMY,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.94,0.12,-1.995,B01FKL9W7U,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2O934,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.77,E,2154599051,0.78,0.026,-3.635,B01F1ZGNVS,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01HZFRBNQ,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,1.0,0.161,-1.649,B01FKLB8H2,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DRRY4LI,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.58,0.017,-4.072,B01BMXO5R2,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2LYHS,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.77,E,2154598051,0.93,0.059,-2.769,B01F1ZGSJA,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DC7ZNG8,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.59,0.018,-4.014,B01C6FZIF8,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B0184IUYOG,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.65,0.012,-4.418,B00IGQWDAK,0.5,0.75,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2ZM30,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.98,0.146,-1.764,B01ELH4ZAS,0.5,1.0,cn-apparel,175
2154579051,0.4,B017XIP722,B00T9MTM6S,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,1.0,F,2154579051,1.0,0.016,-4.131,B00IZ6GVJU,0.5,0.75,cn-apparel,175
2154579051,1.0,B017XIP722,B01HYLGKMY,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.91,0.103,-2.168,B01FKLA7U6,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR2ZP50,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.86,F,2154599051,0.72,0.025,-3.674,B01E988K50,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01D287N4W,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.58,0.017,-4.072,B0198WSYHQ,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01E014EJM,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,1.0,0.161,-1.649,B01C5RF3JS,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DCZ7I68,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.19,F,2154598051,1.0,0.013,-4.344,B01BMR994M,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01FR3U6PS,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-tops,0.66,F,2154598051,0.76,0.016,-4.125,B01ELH55EI,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DQ94264,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.94,F,2154599051,0.58,0.015,-4.209,B01BMR8VUK,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01D1T8MLK,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,F,2154599051,0.6,0.019,-3.957,B01BNE7ETG,0.5,1.0,cn-apparel,175
2154579051,1.0,B017XIP722,B01DNZBRI2,191,C,cn-apparel,0.0,False,flat-front-shorts,pajama-bottoms,0.98,E,2154599051,0.58,0.017,-4.072,B01BMR8L2S,0.5,1.0,cn-apparel,175
2154579051,0.4,B017XIP722,B00JQW8JSS,191,C,cn-apparel,0.0,False,flat-front-shorts,athletic-shirts,0.94,F,2154531051,1.0,0.013,-4.335,B00JQW8JSS,0.5,0.75,cn-apparel,181
2154579051,1.0,B017XIP722,B00QUKUDOM,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.94,F,2154531051,1.0,0.073,-2.535,B00076ZRXC,0.5,0.75,cn-apparel,181
2154579051,1.0,B017XIP722,B00QUIUGIW,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.77,D,2154596051,0.82,0.015,-4.154,B00KBZSOKC,0.5,0.75,cn-apparel,181
2154579051,1.0,B017XIP722,B01EBGSTSS,191,C,cn-apparel,0.0,False,flat-front-shorts,button-down-shirts,0.94,C,2154533051,0.58,0.015,-4.209,B01CT5J2J8,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01E05YJGG,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.98,F,2154531051,0.97,0.139,-1.822,B01D91ZRTA,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01EJTYTU4,191,C,cn-apparel,0.0,False,flat-front-shorts,polo-shirts,0.94,E,2154532051,0.56,0.013,-4.324,B01DAYO08U,0.5,1.0,cn-apparel,181
2154579051,0.4,B017XIP722,B01HS6ELU8,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.94,F,2154531051,1.0,0.027,-3.585,B01H0PT7R4,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B00QUKUDOM,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.66,F,2154531051,1.0,0.03,-3.491,B00076ZRHI,0.5,0.75,cn-apparel,181
2154579051,0.5,B017XIP722,B01MG6WC4N,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.94,F,2154531051,0.92,0.023,-3.747,B00BKBF2XI,0.5,1.0,cn-apparel,181
2154579051,0.4,B017XIP722,B0193FF8DG,191,C,cn-apparel,0.0,False,flat-front-shorts,athletic-shirts,1.0,C,2154531051,0.94,0.024,-3.727,B00TBTDGWK,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01AKTN8XQ,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.98,F,2154531051,0.82,0.064,-2.687,B017O9ME9E,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01I4PNZVI,191,C,cn-apparel,0.0,False,flat-front-shorts,button-down-shirts,1.0,E,2154533051,0.58,0.018,-4.004,B019HKM5I8,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01CPRGFRC,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.19,E,2154531051,1.0,0.013,-4.344,B01B41JKBS,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01DC0EAAK,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,1.0,F,2154531051,0.83,0.072,-2.561,B013U88JBA,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01DC8CO6E,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.14,F,2154531051,1.0,0.011,-4.515,B01BIDWOGU,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B013Z5MY5K,191,C,cn-apparel,0.0,False,flat-front-shorts,athletic-shirts,1.0,D,2154531051,1.0,0.089,-2.33,B00WK0U0I0,0.5,0.75,cn-apparel,181
2154579051,0.5,B017XIP722,B01M8KFTWI,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.98,F,2152159051,0.88,0.021,-3.841,B00UZ8VPJW,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01D1U6946,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.98,F,2154531051,0.5,0.011,-4.534,B01E9X5W2E,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01FMQS2X8,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.98,F,2154531051,0.58,0.017,-4.072,B01EBIJVZQ,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B00RCJ8S5Q,191,C,cn-apparel,0.0,False,flat-front-shorts,athletic-shirts,0.98,E,2154531051,0.75,0.021,-3.841,B00JULYLRI,0.5,0.75,cn-apparel,181
2154579051,0.4,B017XIP722,B01LK5YIO2,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.98,F,2154531051,0.99,0.029,-3.506,B01JTO5O30,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01FH0URMS,191,C,cn-apparel,0.0,False,flat-front-shorts,button-down-shirts,0.98,E,2154533051,0.82,0.064,-2.687,B01BLP3CAW,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B019XB98KY,191,C,cn-apparel,0.0,False,flat-front-shorts,polo-shirts,0.94,E,2154532051,0.92,0.096,-2.247,B015ZP4DIY,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B00QU0MNZE,191,C,cn-apparel,0.0,False,flat-front-shorts,athletic-shirts,1.0,F,2154531051,0.82,0.033,-3.369,B00JUM90IC,0.5,0.75,cn-apparel,181
2154579051,1.0,B017XIP722,B01D1YYR1O,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.14,F,2154531051,1.0,0.011,-4.515,B01AIT1FA6,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01LWYRW5E,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.98,E,2152159051,0.82,0.064,-2.687,B01BBDFQTY,0.5,1.0,cn-apparel,181
2154579051,0.5,B017XIP722,B01GGB1RKI,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.98,F,2154531051,1.0,0.041,-3.149,B01BGFSR2A,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01DQ9QFPK,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.94,E,2154531051,0.56,0.013,-4.324,B01BIDUZ0M,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01DC2O5V2,191,C,cn-apparel,0.0,False,flat-front-shorts,henley-shirts,0.98,D,2154531051,0.59,0.046,-3.03,B01BO07NP4,0.73,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01DTGPEDO,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.98,E,2154531051,1.0,0.161,-1.649,B01CX2ZSTU,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01FR756T0,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.98,F,2154531051,0.65,0.025,-3.668,B014KCVQYW,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01IBLROH6,191,C,cn-sporting-goods,0.0,False,flat-front-shorts,athletic-shirts,0.26,E,836313051,1.0,0.016,-4.105,B01ES40RII,0.5,1.0,cn-apparel,181
2154579051,0.4,B017XIP722,B01HO09R5W,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.98,E,2154531051,0.92,0.02,-3.91,B01FI526IU,0.5,1.0,cn-apparel,181
2154579051,0.4,B017XIP722,B01GG4DAT6,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.98,F,2154531051,0.93,0.021,-3.853,B01CRE7OOQ,0.5,1.0,cn-apparel,181
2154579051,0.5,B017XIP722,B01MEHWGFH,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,1.0,F,2154531051,1.0,0.044,-3.081,B008TSFLYU,0.5,1.0,cn-apparel,181
2154579051,0.4,B017XIP722,B00TC1OOKU,191,C,cn-apparel,0.0,False,flat-front-shorts,athletic-shirts,0.98,E,2154531051,1.0,0.015,-4.199,B00JQWEBYE,0.5,0.75,cn-apparel,181
2154579051,1.0,B017XIP722,B01D1WEJ78,191,C,cn-apparel,0.0,False,flat-front-shorts,athletic-shirts,0.35,C,2154531051,1.0,0.022,-3.798,B01AK8KJK2,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01D1UB4BO,191,C,cn-apparel,0.0,False,flat-front-shorts,athletic-shirts,0.94,E,2154531051,0.64,0.021,-3.862,B01B4GQRAU,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01DC93E44,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.94,F,2154531051,0.55,0.012,-4.382,B01BIDZT9E,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01D1UB4BO,191,C,cn-apparel,0.0,False,flat-front-shorts,athletic-shirts,0.98,E,2154531051,0.88,0.088,-2.341,B01B4GQQZQ,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B019XC1H6G,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.98,F,2154531051,0.91,0.103,-2.168,B015Y8JPE4,0.5,1.0,cn-apparel,181
2154579051,0.4,B017XIP722,B01G8MF8BY,191,C,cn-apparel,0.0,False,flat-front-shorts,fashion-t-shirts,0.98,E,2154531051,1.0,0.031,-3.449,B01EO10XFC,0.5,1.0,cn-apparel,181
2154579051,0.4,B017XIP722,B01HDWBCTU,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,1.0,E,2154531051,0.9,0.019,-3.957,B01FWK5XP4,0.5,1.0,cn-apparel,181
2154579051,1.0,B017XIP722,B01GIL51US,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.98,F,2154531051,0.58,0.017,-4.072,B01GIFDJ7G,0.5,1.0,cn-apparel,181
2154579051,0.5,B017XIP722,B01MG3T951,191,C,cn-apparel,0.0,False,flat-front-shorts,novelty-t-shirts,0.66,F,2154531051,0.99,0.013,-4.298,B00OYTTXQA,0.5,1.0,cn-apparel,181
